,adpcm_dec_main,binarysearch_main,cover_main,ndes_main
adpcm_dec_main,0,0,0,116.123941
binarysearch_main,0,0,0,61.319086
cover_main,0,0,0,101.033984
ndes_main,116.123941,61.319086,101.033984,0
