,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,huff_dec_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,236947,0,245747,0,245747,0,245747,0
binarysearch_main,13591,12928,13228,13228,13228,13228,13028,13228,13228
expint_main,0,7746825,0,8164654,0,4885831,0,8484309,0
fir2dim_main,537813,517786,512044,0,523640,0,517741,0,523641
fir_main,0,52782663,0,52859642,0,576823,0,53256964,0
huff_dec_main,44185412,44181965,43357632,0,43757164,0,42335988,0,42465587
jfdctint_main,0,77970,0,89276,0,90520,0,93607,0
ndes_main,3690604,3511283,3907645,0,3913692,0,3804189,0,3995855
statemate_main,0,7149603,0,257623,0,466766,0,7617681,0
