,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,huff_dec_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,0.015977,0,0.366119,0,1.012303,0,0.771141,0
binarysearch_main,0.004589,0.001761,0.020216,0.066968,0.005554,0.198707,0.006931,0.158799,0.007583
expint_main,0,0.045787,0,2.248912,0,6.468747,0,3.063125,0
fir2dim_main,0.012338,0.006691,0.026931,0,0.021039,0,0.03009,0,0.025882
fir_main,0,0.004213,0,0.15589,0,1.189518,0,0.543254,0
huff_dec_main,0.012935,0.004559,0.032188,0,0.004758,0,0.203004,0,0.180562
jfdctint_main,0,0.025719,0,2.094266,0,7.420639,0,8.088491,0
ndes_main,0.237981,0.161987,0.966343,0,1.061656,0,1.36673,0,0.91414
statemate_main,0,0.006299,0,0.234364,0,2.321934,0,0.766362,0
