,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,huff_dec_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,0.077162,0,0.229131,0,1.14212,0,0.775286,0
binarysearch_main,0.231975,0.024544,0.309949,0.198858,0.094385,1.038962,0.07163,0.886478,0.275662
expint_main,0,0.253029,0,1.638394,0,5.345991,0,3.642261,0
fir2dim_main,0.667701,0.15978,1.723154,0,0.558911,0,0.399085,0,15.533098
fir_main,0,0.065434,0,0.471722,0,1.957717,0,1.205258,0
huff_dec_main,4.162492,0.690358,4.684399,0,2.35824,0,1.557981,0,6.237825
jfdctint_main,0,0.042904,0,0.286784,0,1.338264,0,1.075727,0
ndes_main,2.03206,0.584608,3.045209,0,1.125642,0,1.259773,0,4.852616
statemate_main,0,0.079371,0,0.526905,0,2.092386,0,1.639313,0
