,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,huff_dec_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,800,0,13900,0,14800,0,29800,0
binarysearch_main,300,0,0,300,0,200,0,300,300
expint_main,0,0,0,7600,0,109900,0,771000,0
fir2dim_main,1200,0,0,0,0,0,0,0,7400
fir_main,0,0,0,500,0,700,0,20200,0
huff_dec_main,300,0,0,0,0,0,0,0,31100
jfdctint_main,0,0,0,1700,0,2100,0,18900,0
ndes_main,16600,0,0,0,900,0,100,0,429000
statemate_main,0,0,0,81600,0,117300,0,534000,0
