,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,huff_dec_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,0.02941,0,0.674987,0,2.019479,0,1.574119,0
binarysearch_main,0.0047,0.001083,0.02174,0.070257,0.005828,0.197138,0.007234,0.085303,0.007021
expint_main,0,0.070427,0,2.604228,0,6.959901,0,6.233143,0
fir2dim_main,0.012372,0.006668,0.026255,0,0.017791,0,0.018608,0,0.023843
fir_main,0,0.004516,0,0.135447,0,6.803704,0,0.230712,0
huff_dec_main,0.012534,0.004549,0.022804,0,0.078079,0,0.039409,0,0.165745
jfdctint_main,0,0.01498,0,0.697936,0,2.111059,0,1.688666,0
ndes_main,0.207098,0.04431,0.356759,0,0.292396,0,0.191568,0,0.88801
statemate_main,0,0.010871,0,1.27762,0,2.299113,0,4.466527,0
