,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,61.64733,0,89.614394,0,0,106.24672,0
binarysearch_main,61.637158,16.265341999999997,28.607934999999998,40.530497,23.163721000000002,17.339366,55.271622,112.990472
expint_main,0,28.6356,0,52.211359,0,0,79.965265,0
fir2dim_main,89.12929199999999,40.500009,50.851662,0,46.695192000000006,42.291017000000004,0,140.23196000000002
fir_main,0,23.162475999999998,0,46.749565000000004,0,0,61.766462000000004,0
jfdctint_main,0,17.348998,0,42.971523,0,0,62.48184500000001,0
ndes_main,105.240947,55.241168,74.970607,0,61.845925,59.69543800000001,0,154.47397899999999
statemate_main,0,112.993377,0,140.567811,0,0,157.59328399999998,0
