,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,huff_dec_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,71.131829,0,108.58743899999999,0,148.127211,0,129.97394,0
binarysearch_main,71.118543,13.425986000000002,30.295774,44.225072000000004,20.029888,75.621045,17.112476,63.860828,133.949932
expint_main,0,30.341064,0,62.250647,0,95.557107,0,99.551841,0
fir2dim_main,107.990088,44.191776000000004,60.806066,0,49.866633,0,48.65734700000001,0,165.463747
fir_main,0,20.028516,0,49.92966,0,83.067123,0,72.539818,0
huff_dec_main,146.39113,75.50954899999999,91.263669,0,82.83772199999999,0,82.91597,0,193.020777
jfdctint_main,0,17.122966,0,49.263794000000004,0,84.862573,0,65.307773,0
ndes_main,128.70432,63.82414,94.70524599999999,0,72.676832,0,63.536744999999996,0,185.244565
statemate_main,0,133.95372600000002,0,166.610093,0,194.03764,0,191.13032299999998,0
