,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,huff_dec_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,223671,0,238571,0,239071,0,245971,0
binarysearch_main,13191,12928,12928,13228,12928,13228,12928,13228,13228
expint_main,0,7231069,0,7243148,0,7246456,0,7604937,0
fir2dim_main,533514,517586,506144,0,516241,0,516340,0,523640
fir_main,0,52781662,0,52825442,0,52917263,0,52842764,0
huff_dec_main,44182512,44183249,43357532,0,43757165,0,42333088,0,42356887
jfdctint_main,0,71570,0,78476,0,74320,0,84307,0
ndes_main,3462202,3450345,3722394,0,3301057,0,3481311,0,4050237
statemate_main,0,6656362,0,6668700,0,6708823,0,7080465,0
