,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,huff_dec_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,223571,0,223571,0,223571,0,223571,0
binarysearch_main,12991,12928,12928,12928,12928,12928,12928,12928,12928
expint_main,0,7230769,0,7231548,0,7230756,0,7233037,0
fir2dim_main,533114,517586,506044,0,516241,0,516240,0,516240
fir_main,0,52781662,0,52824242,0,52915863,0,52839564,0
huff_dec_main,44182412,44183249,43357532,0,43757165,0,42332988,0,42332987
jfdctint_main,0,71470,0,75276,0,69520,0,74707,0
ndes_main,3452402,3450245,3721394,0,3298757,0,3480811,0,3676937
statemate_main,0,6655762,0,6617000,0,6629823,0,6760865,0
