,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,huff_dec_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,100,0,15000,0,15500,0,22400,0
binarysearch_main,200,0,0,300,0,300,0,300,300
expint_main,0,300,0,11600,0,15700,0,371900,0
fir2dim_main,400,0,100,0,0,0,100,0,7400
fir_main,0,0,0,1200,0,1400,0,3200,0
huff_dec_main,100,0,0,0,0,0,100,0,23900
jfdctint_main,0,100,0,3200,0,4800,0,9600,0
ndes_main,9800,100,1000,0,2300,0,500,0,373300
statemate_main,0,600,0,51700,0,79000,0,319600,0
