,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,huff_dec_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,223571,0,234471,0,235871,0,238571,0
binarysearch_main,13091,12928,12928,13228,12928,13128,12928,13128,13228
expint_main,0,7230769,0,7238048,0,7241856,0,7246137,0
fir2dim_main,533514,517586,506044,0,516241,0,516240,0,523640
fir_main,0,52781662,0,52824742,0,52916563,0,52840564,0
huff_dec_main,44182512,44183249,43357532,0,43757165,0,42332988,0,42346887
jfdctint_main,0,71470,0,76976,0,71620,0,78707,0
ndes_main,3456702,3450245,3694835,0,3299657,0,3480911,0,3963037
statemate_main,0,6598076,0,6552135,0,6605545,0,6854181,0
