,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,0.037463,0,0.225073,0,0,0.765646,0
binarysearch_main,0.120457,0.022855,0.176548,0.108078,0.057315,0.043871,0.479422,0.283226
expint_main,0,0.140202,0,0.878523,0,0,3.742512,0
fir2dim_main,0.689604,0.087681,0.95399,0,0.304311,0.226245,0,1.610222
fir_main,0,0.038674,0,0.250523,0,0,1.124921,0
jfdctint_main,0,0.023863,0,0.15304,0,0,0.627689,0
ndes_main,2.132511,0.305079,3.166898,0,1.042041,0.742432,0,4.931211
statemate_main,0,0.078749,0,0.473574,0,0,1.629522,0
