,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,61.756691999999994,0,84.548264,0,0,99.521696,0
binarysearch_main,61.756691999999994,12.37829,29.099247,37.191062,18.433394,19.122607000000002,52.365745000000004,107.320413
expint_main,0,29.099247,0,49.572248,0,0,69.888027,0
fir2dim_main,84.548264,37.191062,49.572248,0,41.785302,42.242931,0,131.873747
fir_main,0,18.433394,0,41.785302,0,0,57.45147299999999,0
jfdctint_main,0,19.122607000000002,0,42.242931,0,0,53.22493,0
ndes_main,99.521696,52.365745000000004,69.888027,0,57.45147299999999,53.22493,0,147.359801
statemate_main,0,107.320413,0,131.873747,0,0,147.359801,0
