,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,54.838696999999996,0,78.318962,0,0,92.91307599999999,0
binarysearch_main,54.928579,13.94135,35.329848999999996,36.860374,18.855733,19.145207,54.141946,88.248313
expint_main,0,35.282798,0,49.251023,0,0,70.471145,0
fir2dim_main,78.79616100000001,36.839061,49.38241,0,44.87681,43.173007,0,112.55574200000001
fir_main,0,18.826514,0,44.819634,0,0,59.954434000000006,0
jfdctint_main,0,19.119647,0,43.100376,0,0,55.217642,0
ndes_main,94.319437,53.963042,70.070961,0,59.865289000000004,55.328995000000006,0,134.405426
statemate_main,0,88.03940399999999,0,111.35502400000001,0,0,131.01538299999999,0
