,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,26700,0,264100,0,0,163600,0
binarysearch_main,600,300,600,9000,300,600,4800,1200
expint_main,0,1299400,0,8992700,0,0,6130300,0
fir2dim_main,20000,3200,24000,0,7400,14500,0,10600
fir_main,0,1050000,0,4270000,0,0,2380000,0
jfdctint_main,0,33600,0,123200,0,0,116900,0
ndes_main,439700,202700,354700,0,494000,375000,0,426400
statemate_main,0,209800,0,3365800,0,0,4200000,0
