,adpcm_dec_main,binarysearch_main,cover_main,ndes_main
adpcm_dec_main,0,0,0,112.279145
binarysearch_main,0,0,0,63.747712
cover_main,0,0,0,110.513455
ndes_main,111.62654900000001,63.751435,112.094235,0
