,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,huff_dec_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,72.45972400000001,0,109.53461300000001,0,149.200174,0,128.305374,0
binarysearch_main,72.547703,13.247478999999998,29.531651999999998,42.766178999999994,19.707157,79.41773599999999,17.266683999999998,64.939009,133.761154
expint_main,0,29.496114999999996,0,61.35722700000001,0,94.59607299999999,0,98.69093099999999,0
fir2dim_main,109.979367,42.745439999999995,61.409439000000006,0,51.126428,0,50.310353000000006,0,168.272059
fir_main,0,19.689529999999998,0,51.069275,0,88.552963,0,72.011172,0
huff_dec_main,150.849812,79.181978,93.922306,0,88.41877699999999,0,84.36557200000001,0,198.78408000000002
jfdctint_main,0,17.24115,0,50.23398,0,84.269467,0,63.404364,0
ndes_main,129.561964,64.778361,98.096331,0,71.925099,0,63.510681,0,188.34760699999998
statemate_main,0,133.562035,0,167.18205999999998,0,194.55309,0,185.19684999999998,0
