,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,huff_dec_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,0.043111,0,0.234207,0,1.027259,0,0.793732,0
binarysearch_main,0.13109,0.014145,0.173185,0.108639,0.055305,0.658385,0.061575,0.481135,0.279947
expint_main,0,0.137648,0,0.964773,0,5.012247,0,3.694218,0
fir2dim_main,0.678961,0.0879,1.016985,0,0.324873,0,0.233621,0,1.583236
fir_main,0,0.037678,0,0.26772,0,1.432255,0,1.113047,0
huff_dec_main,2.676897,0.422627,4.33848,0,1.298069,0,0.923496,0,6.329925
jfdctint_main,0,0.036041,0,0.157248,0,0.827391,0,0.618292,0
ndes_main,2.050322,0.320487,3.099618,0,1.026974,0,0.724609,0,4.728947
statemate_main,0,0.080828,0,0.493237,0,2.098935,0,1.57819,0
