,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,huff_dec_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,223771,0,236871,0,237071,0,244171,0
binarysearch_main,13191,12928,12928,13228,12928,13228,12928,13128,13228
expint_main,0,7231069,0,7242548,0,7245056,0,7346137,0
fir2dim_main,533514,517586,506044,0,516241,0,516240,0,523640
fir_main,0,52781662,0,52825042,0,52917063,0,52841064,0
huff_dec_main,44182512,44183249,43357532,0,43757165,0,42332988,0,42352287
jfdctint_main,0,71470,0,77676,0,72620,0,80407,0
ndes_main,3457802,3450245,3721594,0,3300457,0,3481111,0,4016337
statemate_main,0,6646164,0,6601414,0,6639525,0,6933053,0
