,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,huff_dec_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,74.43467600000001,0,113.08366799999999,0,155.69917,0,135.198815,0
binarysearch_main,74.421103,12.469756,29.843349,45.290815,20.584145,79.825327,16.993055000000002,67.045022,139.69561199999998
expint_main,0,29.868940000000002,0,66.871712,0,97.654393,0,103.435003,0
fir2dim_main,112.490737,45.257645000000004,64.470612,0,54.377171000000004,0,51.138242000000005,0,173.975887
fir_main,0,20.583288,0,54.437861,0,86.615093,0,74.799729,0
huff_dec_main,153.9984,79.71255000000001,93.352801,0,86.389216,0,88.751275,0,202.313217
jfdctint_main,0,16.999712000000002,0,51.987494,0,90.589931,0,66.269691,0
ndes_main,133.947042,66.999425,100.083748,0,74.846654,0,64.624827,0,191.750983
statemate_main,0,139.69964,0,174.461404,0,203.332535,0,196.086476,0
