,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,47200,0,450200,0,0,284000,0
binarysearch_main,600,300,600,9000,300,600,4800,1200
expint_main,0,1795200,0,12598000,0,0,10124800,0
fir2dim_main,20000,3200,24000,0,7400,14500,0,10600
fir_main,0,1050000,0,4270000,0,0,2380000,0
jfdctint_main,0,33600,0,123200,0,0,116900,0
ndes_main,439700,212500,399200,0,511100,519700,0,1965300
statemate_main,0,709500,0,12245900,0,0,12287700,0
