,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,0.039317,0,0.254687,0,0,0.792607,0
binarysearch_main,0.12218,0.022307,0.177609,0.108813,0.093197,0.06244,0.477213,0.284263
expint_main,0,0.139445,0,0.908511,0,0,3.746251,0
fir2dim_main,0.69387,0.087967,0.967184,0,0.32413,0.22557,0,1.632995
fir_main,0,0.051314,0,0.262799,0,0,1.133971,0
jfdctint_main,0,0.039802,0,0.153293,0,0,0.621858,0
ndes_main,2.117159,0.303875,3.167797,0,1.046527,0.736199,0,4.941059
statemate_main,0,0.081471,0,0.492362,0,0,1.654314,0
