,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,270771,0,673771,0,0,507571,0
binarysearch_main,13591,13228,13528,21928,13228,13528,17728,14128
expint_main,0,9025969,0,19829548,0,0,17357837,0
fir2dim_main,553114,520786,530044,0,523641,530740,0,526840
fir_main,0,53831662,0,57094242,0,0,55219564,0
jfdctint_main,0,105070,0,198476,0,0,191607,0
ndes_main,3892102,3662745,4120594,0,3809857,4000511,0,5642237
statemate_main,0,7407258,0,18946384,0,0,19153443,0
