,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,0.015151,0,0.587769,0,0,1.400225,0
binarysearch_main,0.002525,0.001645,0.011872,0.034659,0.003221,0.004094,0.082107,0.006358
expint_main,0,0.039121,0,1.308332,0,0,6.284581,0
fir2dim_main,0.010499,0.003485,0.013063,0,0.008853,0.010234,0,0.022792
fir_main,0,0.002491,0,0.066092,0,0,0.199252,0
jfdctint_main,0,0.008117,0,0.359281,0,0,1.493959,0
ndes_main,0.179118,0.044091,0.353436,0,0.170963,0.172038,0,0.869695
statemate_main,0,0.010484,0,1.243242,0,0,4.425876,0
