,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,huff_dec_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,226931,0,241432,0,244031,0,247331,0
binarysearch_main,13591,12928,13028,13228,12928,13228,12928,13228,13228
expint_main,0,7243569,0,7471686,0,8384126,0,8449837,0
fir2dim_main,536014,517585,512044,0,518241,0,516440,0,523640
fir_main,0,52781662,0,52825642,0,52987263,0,53030364,0
huff_dec_main,44183312,44183249,43357532,0,43757164,0,42333188,0,42399687
jfdctint_main,0,71670,0,79276,0,83220,0,93607,0
ndes_main,3520826,3450942,3825258,0,3396857,0,3486418,0,4091069
statemate_main,0,6896725,0,7152482,0,7321200,0,7861017,0
