,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,huff_dec_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,0.025442,0,0.571405,0,1.607808,0,1.152173,0
binarysearch_main,0.004838,0.001831,0.021511,0.063789,0.006084,0.212195,0.007296,0.090374,0.006572
expint_main,0,0.07163,0,2.817469,0,11.526665,0,19.990806,0
fir2dim_main,0.012629,0.006173,0.029851,0,0.020561,0,0.021338,0,0.023349
fir_main,0,0.004543,0,0.132094,0,0.660597,0,0.408532,0
huff_dec_main,0.012485,0.004682,0.03375,0,0.004367,0,0.063485,0,0.173297
jfdctint_main,0,0.017492,0,1.01839,0,11.269973,0,23.863806,0
ndes_main,0.227315,0.055574,0.668796,0,0.55909,0,0.626806,0,0.840439
statemate_main,0,0.00914,0,0.367924,0,3.084402,0,4.011173,0
