,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,huff_dec_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,238999,0,245429,0,245429,0,245429,0
binarysearch_main,16504,14070,14486,14486,14486,14486,14486,14486,14486
expint_main,0,8384296,0,8597782,0,4779029,0,8588507,0
fir2dim_main,545827,520018,516388,0,540172,0,536017,0,540172
fir_main,0,53000062,0,53260342,0,158071,0,53274964,0
huff_dec_main,45007078,44181964,43915837,0,43757165,0,42519570,0,42519570
jfdctint_main,0,85415,0,91272,0,90983,0,92308,0
ndes_main,4393873,4052756,4516504,0,4371421,0,4522301,0,4393017
statemate_main,0,7225995,0,150825,0,149268,0,7361876,0
