,adpcm_dec_main,binarysearch_main,cover_main,ndes_main
adpcm_dec_main,0,0,0,112.322214
binarysearch_main,0,0,0,63.918119
cover_main,0,0,0,109.734437
ndes_main,113.85746499999999,63.734285,110.036309,0
