# Type: Normal
adpcm_dec_decode|Loop in file adpcm_dec.c near line 413|BB#5:for.cond47<header><exiting>_BB#6:for.body49_BB#7:for.inc54<latch>|10
adpcm_dec_decode|Loop in file adpcm_dec.c near line 395|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|10
adpcm_dec_filtez|Loop in file adpcm_dec.c near line 437|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|5
adpcm_dec_upzero|Loop in file adpcm_dec.c near line 503|BB#2:for.cond<header><exiting>_BB#3:for.body_BB#4:for.inc<latch>|6
adpcm_dec_upzero|Loop in file adpcm_dec.c near line 509|BB#7:for.cond3<header><exiting>_BB#8:for.body5_BB#10:if.else10_BB#9:if.then9_BB#11:if.end_BB#12:for.inc15<latch>|6
adpcm_dec_main|Loop in file adpcm_dec.c near line 695|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|2
md5_update|Loop in file md5.c near line 305|BB#4:for.cond<header><exiting>_BB#5:for.body_BB#6:for.inc<latch>|0
md5_memcpy|Loop in file md5.c near line 487|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|55
md5_decode|Loop in file md5.c near line 474|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|16
md5_memset|Loop in file md5.c near line 354|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|208
md5_encode|Loop in file md5.c near line 457|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|16
md5_memset_x|Loop in file md5.c near line 507|BB#1:while.cond<header><exiting>_BB#2:while.body<latch>|64
md5_R_RandomUpdate|Loop in file md5.c near line 543|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|16
md5_InitRandomStruct|Loop in file md5.c near line 579|BB#1:while.body<header><exiting>_BB#3:if.end<latch>|256
md5_main|Loop in file md5.c near line 617|BB#1:while.cond<header><exiting>_BB#2:while.body<latch>|10
