,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,53.175584,0,79.88506799999999,0,0,92.333575,0
binarysearch_main,53.169766,12.639337999999999,29.045525,37.167749,19.256549999999997,19.406745,54.636553,88.09304
expint_main,0,29.059914,0,50.714247,0,0,71.881322,0
fir2dim_main,79.57953799999999,37.136614,49.622096,0,41.528121,41.784037999999995,0,112.376191
fir_main,0,19.255792,0,41.596752,0,0,59.048238999999995,0
jfdctint_main,0,19.425026,0,42.830502,0,0,60.49936,0
ndes_main,91.837448,54.634588,70.172262,0,59.515989000000005,56.38862400000001,0,129.318102
statemate_main,0,88.09146,0,112.55519699999999,0,0,129.19118600000002,0
