,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,0.008266,0,0.315933,0,0,0.7111,0
binarysearch_main,0.002448,0.00172,0.011195,0.034682,0.003245,0.006384,0.087286,0.006262
expint_main,0,0.025584,0,1.10572,0,0,2.549809,0
fir2dim_main,0.010403,0.003547,0.013569,0,0.011021,0.015983,0,0.021761
fir_main,0,0.002487,0,0.079652,0,0,0.497585,0
jfdctint_main,0,0.024665,0,1.062447,0,0,4.82787,0
ndes_main,0.214973,0.085321,0.840749,0,0.965335,0.717134,0,0.883967
statemate_main,0,0.004682,0,0.200767,0,0,0.757051,0
