,adpcm_dec_main,binarysearch_main,expint_main,fir2dim_main,fir_main,huff_dec_main,jfdctint_main,ndes_main,statemate_main
adpcm_dec_main,0,0.042701,0,0.235461,0,1.016121,0,0.783891,0
binarysearch_main,0.129433,0.014098,0.185144,0.108649,0.05581,0.642071,0.068812,0.471251,0.279333
expint_main,0,0.138538,0,1.009345,0,4.882004,0,3.685971,0
fir2dim_main,0.677212,0.088963,1.016362,0,0.329216,0,0.357392,0,1.593543
fir_main,0,0.037943,0,0.271336,0,1.563742,0,1.113194,0
huff_dec_main,2.660166,0.399573,4.179108,0,1.430393,0,0.920115,0,6.124227
jfdctint_main,0,0.036253,0,0.243076,0,0.82158,0,0.610117,0
ndes_main,2.060072,0.301984,3.097007,0,1.030847,0,0.723209,0,4.581732
statemate_main,0,0.08087,0,0.495741,0,2.07691,0,1.5613,0
